No-Intro Name,Hardware,Copyright Date,Domestic Title,Overseas Title,Type,Product No.,Version,Checksum,Region,SHA256
Street Fighter II' - Special Champion Edition (Europe),SEGA MEGA DRIVE,(C)SEGA 1993.AUG,STREET FIGHTERⅡ' PLUS CHAMPION EDITION,STREET FIGHTERⅡ'SPECIAL CHAMPION EDITION,GM,MK-1090,0,4175 (0x104F),E,f7723402758d54f9df17cb2f0b2671404aa2d0acbc1479afdec16ae302aaf2a2
Street Fighter II' - Special Champion Edition (Europe) (Virtual Console),SEGA MEGA DRIVE,(C)SEGA 1993.AUG,STREET FIGHTERⅡ' PLUS CHAMPION EDITION,STREET FIGHTERⅡ'SPECIAL CHAMPION EDITION,GM,MK-1090,0,4175 (0x104F),E,88aa8bd461368a2753766effca64da5b9fb2e7e9ee5361d711a66d0ce36a5bf0
Street Fighter II' - Special Champion Edition (USA),SEGA GENESIS,(C)T-12 1993.SEP,STREET FIGHTERⅡ' PLUS CHAMPION EDITION,STREET FIGHTERⅡ'SPECIAL CHAMPION EDITION,GM,T-12016,0,6877 (0x1ADD),U,d9224423c80754a4ee945f7348d7478d56a134654a9389e02cd82caab76dddef
Street Fighter II' - Special Champion Edition (USA) (Virtual Console),SEGA GENESIS,(C)T-12 1993.SEP,STREET FIGHTERⅡ' PLUS CHAMPION EDITION,STREET FIGHTERⅡ'SPECIAL CHAMPION EDITION,GM,T-12016,0,6877 (0x1ADD),U,3cc2927ce316ba2505afefe67dcd215f775f6220900c7d6eef518bfc824dce54
Street Fighter II' Plus - Champion Edition (Japan) (Virtual Console),SEGA MEGA DRIVE,(C)T-12 1993.SEP,STREET FIGHTERⅡ' PLUS CHAMPION EDITION,STREET FIGHTERⅡ'SPECIAL CHAMPION EDITION,GM,T-12033,0,64350 (0xFB5E),J,3c5bcae30edc5f411aaeea8252bbbacc5fd7a3e71173852a0cda0e8a0ecafa1f
"Street Fighter II' Plus - Champion Edition (Japan, Korea) (Ja)",SEGA MEGA DRIVE,(C)T-12 1993.SEP,STREET FIGHTERⅡ' PLUS CHAMPION EDITION,STREET FIGHTERⅡ'SPECIAL CHAMPION EDITION,GM,T-12033,0,64350 (0xFB5E),J,ae07a6fd26590571d4bfc73b678e1aa38cb1a1466cf93f3af3714a45cad4bf60
Street Racer (Europe),SEGA MEGA DRIVE,(C)T-1771995.JAN,STREET RACER,STREET RACER,GM,T-177016-00,(unknown),17626 (0x44DA),F,5f65d3570431f6413c4ace844d340d595012f8c62b321eea4d3f0a2abd071fd6
"Street Smart (Japan, USA) (En)",SEGA MEGA DRIVE,(C)T-24 1991.Mar,STREET SMART,STREET SMART,GM,T-24083,0,31411 (0x7AB3),JU,99235ec69d6c53d8a8cc07c588a5294cdf80762f65f46c2e78c25f336f3c795b
Streets of Rage (World),SEGA MEGA DRIVE,(C)SEGA 1991.MAY,BARE KNUCKLE,STREETS OF RAGE,MK,00001019-00,(unknown),37897 (0x9409),JUE,dd44f120446654bb91c448762f3e0cd0d9b034f35d0e3266a4dc34402ada95c0
Streets of Rage (World) (Rev A),SEGA MEGA DRIVE,(C)SEGA 1992.FEB,BARE KNUCKLE,STREETS OF RAGE,MK,00001019-01,(unknown),25488 (0x6390),JUE,95d7efb98e97f4ffffe68257aef9a855034a36a41b86cf9d332d129f30cb2d4b
"Streets of Rage 2 (Japan) (En,Ja) (Mega Drive Mini)",SEGA MEGA DRIVE,(C)SEGA 1992.OCT,BARE KNUCKLE 2,STREETS OF RAGE 2,GM,MK-1054,0,18730 (0x492A),JE,ca2e13037f949c540669048d446452cd54f85a1e8cd5b95997452b1b5cb8b79a
Streets of Rage 2 (USA),SEGA GENESIS,(C)SEGA 1992.OCT,BARE KNUCKLE 2,STREETS OF RAGE 2,GM,MK-1054,0,29767 (0x7447),U,4a314edbfee92282850fe95c4c764921916efd9d3c2277fdec2581279b1369b1
Streets of Rage 3 (Asia) (En),SEGA MEGA DRIVE,(C)SEGA 1994.MAY,BARE KNUCKLE3,STREETS OF RAGE3,GM,MK-153900,(unknown),11747 (0x2DE3),J,971b7c1eeddda08b7772d3e673ffc6687721007b908738e27ee53e01864ef602
Streets of Rage 3 (Europe),SEGA MEGA DRIVE,(C)SEGA 1994.APR,BARE KNUCKLE3,STREETS OF RAGE3,GM,MK-1539,0,58803 (0xE5B3),E,e9ab569b114ff1e58fc2fdc44d266858770a5b7a58f6cdd6cb491d3f71cd7a82
Streets of Rage 3 (USA),SEGA GENESIS,(C)SEGA 1994.APR,BARE KNUCKLE3,STREETS OF RAGE3,GM,MK-1539,0,11670 (0x2D96),U,c29f54a1f4aa65e5d2494b9e0b7da66a298fdc35e09e604acac315b5e9aaed7b
"Streets of Rage II (Japan, Europe) (En,Ja)",SEGA MEGA DRIVE,(C)SEGA 1992.OCT,BARE KNUCKLE 2,STREETS OF RAGE 2,GM,MK-1054,0,18730 (0x492A),JE,edeb8a10ab697b4719e3284f7713d8e3a2e06d3aafd077fcb4833fed871b59dc
"Strider (USA, Europe)",SEGA MEGA DRIVE,(C)SEGA 1990.SEP,(unknown),STRIDER HIRYU,GM,00001112-00,(unknown),47020 (0xB7AC),UE,ff8833e0141c6f8f98b718f7c427ba621ea158c2d35042ba53821d26aa612d86
"Strider (USA, Europe) (Virtual Console)",SEGA MEGA DRIVE,(C)SEGA 1990.SEP,(unknown),STRIDER HIRYU,GM,00001112-00,(unknown),47020 (0xB7AC),UE,210cc96a15c752f477bc169d8d93d46392668464c1f5ed59dc7027f60c53af6c
Strider Hiryuu (Japan) (Rev A) (Mega Drive Mini),SEGA MEGA DRIVE,(C)SEGA 1990.OCT,STRIDER HIRYU,(unknown),GM,00004037-01,(unknown),19296 (0x4B60),J,31f3fb07680335a2458997830fa7304458247a2d7d98d037b029e02c36e966b0
Strider Hiryuu (Japan) (Rev A) (Virtual Console),SEGA MEGA DRIVE,(C)SEGA 1990.OCT,STRIDER HIRYU,(unknown),GM,00004037-01,(unknown),19296 (0x4B60),J,c3ac3e8be2197a0e45a76d3fe3534f42ded9d42ac5fc4f1e4d9168edabdd99f6
"Strider Hiryuu (Japan, Korea) (Ja)",SEGA MEGA DRIVE,(C)SEGA 1990.AUG,STRIDER HIRYU,(unknown),GM,00004037-00,(unknown),36768 (0x8FA0),J,294d0880f29d5f8edcc36a04120d5d0a3aa632149cc282a6bbb61ff1260b4563
Strider II (Europe),SEGA MEGA DRIVE,(C)SEGA 1993.FEB,STRIDER II,STRIDER II,(unknown),T-79036-50,(unknown),34437 (0x8685),JUE,9df923d7eedada500521dc4ad0f0dceb51ea85d552e441d495e7b0116b7cd215
"Striker (Europe) (En,Fr,De,Es,It)",SEGA MEGA DRIVE,(C)SEGA 1994.NOV,STRIKER,STRIKER,GM,MK-1185,0,16880 (0x41F0),8,581b22dfaf7fb57f8a968bb59e1690c2edf414cf44266795c72e6089fc77723a
Sub-Terrania (Asia) (En),SEGA MEGA DRIVE,(C)SEGA 1994.FEB,SUB-TERRANIA,SUB-TERRANIA,GM,MK-1551,0,40738 (0x9F22),J,4bf0f5886e1935249be35613976eac351341abfb61c684a273939669e5d3bcf2
Sub-Terrania (Europe),SEGA MEGA DRIVE,(C)SEGA 1994.FEB,SUB-TERRANIA,SUB-TERRANIA,GM,MK-1551,0,40738 (0x9F22),E,be28e603c9e3fbe85680f710001d13e90d9404fc6d5a4a7508e16c77a4539ece
Sub-Terrania (USA),SEGA GENESIS,(C)SEGA 1993.DEC,SUB-TERRANIA,SUB-TERRANIA,GM,MK-1551,0,40738 (0x9F22),U,2cd1ae8c3fa18654a3f6f8274a6abd1ffcac1242cf6e47cdc08c58105a8e99ab
Sunset Riders (Europe),SEGA MEGA DRIVE,(C)T-95 1993.MAR,(unknown),Sunset Riders,GM,T-95026-00,(unknown),20214 (0x4EF6),E,1283be0cd816324bac672e3ffc7e80c7f75973da8a08c24909fcc29e1ae01a42
Sunset Riders (USA),SEGA GENESIS,(C)T-95 1992.DEC,(unknown),Sunset Riders,GM,T-95026-00,(unknown),62961 (0xF5F1),U,37b3254d63b73d81341069e49909fd8a020cc8fbdb936de34364e19d6722f140
Super Airwolf (Japan),SEGA MEGA DRIVE,(C)T-29 1991.JAN,SUPER AIRWOLF,CROSS FIRE,GM,T-29023,0,50895 (0xC6CF),J,6fd23130e7679ebe6735a4ebb546e17db43606eb580873fe629c53b1a50656ff
"Super Baseball 2020 (USA, Europe)",SEGA GENESIS,(C)T-50 1993.SEP,Super Baseball 2020,Super Baseball 2020,GM,T-50636,0,39751 (0x9B47),UEJ,cce642a14ddd0d8b63bd69a52cf98577438450d7ef116eef4db49e0f6cc155e5
Super Battleship - The Classic Naval Combat Game (USA),SEGA GENESIS,(C)T-87 1993.SEP,SUPER BATTLESHIP,SUPER BATTLESHIP,GM,T-87066-00,(unknown),13116 (0x333C),U,54355993b890e660950aad5b802a65e03f43cb1c6b89cc79f0ce4b069d75228a
Super Daisenryaku (Japan),SEGA MEGA DRIVE,(C)SEGA 1989.FEB,SUPER DAISENRYAKU,(unknown),GM,00004501-00,(unknown),12169 (0x2F89),J,fc303473ea4b7e7f96811313f279b2ab8271ed13856fc1897e7083fd790c6e66
Super Daisenryaku (Japan) (Rev A),SEGA MEGA DRIVE,(C)SEGA 1990.JAN,SUPER DAISENRYAKU,(unknown),GM,00004501-02,(unknown),36772 (0x8FA4),J,3b425a5fe411ff68b5a72a4f749ff28691bd73da265d0ad5e046bd962d1e38e4
Super Fantasy Zone (Europe),SEGA MEGA DRIVE,(C)T-15 1992.JUL,SUPER FANTASY ZONE,SUPER FANTASY ZONE,GM,MK-1142,0,59350 (0xE7D6),E,4810844f80d7e2cbabffec456c0812e77fe53c720834735a603b356e21ffc2d2
Super Fantasy Zone (Japan),SEGA MEGA DRIVE,(C)T-15 1992.JAN,SUPER FANTASY ZONE,SUPER FANTASY ZONE,GM,T-15023,0,56606 (0xDD1E),J,14a25cd6ab568dff92a1d75666ca7d906510d27af2e1824bc8990bbfb523d607
Super Fantasy Zone (USA) (Ja) (Genesis Mini),SEGA MEGA DRIVE,(C)T-15 1992.JAN,SUPER FANTASY ZONE,SUPER FANTASY ZONE,GM,T-15023,0,56606 (0xDD1E),J,6cc6a73028bc30799248f7f8c3e9974d58727d61f69c75fe8c1dc35e6571cb28
Super H.Q. (Japan),SEGA MEGA DRIVE,"(C)T-11 1992,NOV",SUPER_HQ,CHASE_HQ2,GM,T-11163,0,16135 (0x3F07),JUE,43eee822891973acafa7ca532ba4c99bc4d6ee18e440015626e662ec6036ee3c
"Super Hang-On (Europe) (En,Ja) (Rev A)",SEGA MEGA DRIVE,(C)SEGA 1989.JUL,SUPER HANG-ON,SUPER HANG-ON,GM,00004011-01,(unknown),10110 (0x277E),JUE,005979c700e59409817dc042d31aa2f169bfe0f00ba802315cc55938e09b0169
"Super Hang-On (Japan, USA) (En,Ja)",SEGA MEGA DRIVE,(C)SEGA 1989.JUL,SUPER HANG-ON,SUPER HANG-ON,GM,00004011-00,(unknown),48352 (0xBCE0),JUE,9a89a5ad222faf7a1a68f6ad60202f425e359107dd9541e3fcee639652fd1e2d
Super Hang-On (World) (Sega Smash Pack 2),SEGA MEGA DRIVE,(C)SEGA 1989.JUL,SUPER HANG-ON,SUPER HANG-ON,GM,00004011-00,(unknown),48352 (0xBCE0),JUE,e4fdddf19df6cc68c96f81bb28268dd87e6818ddcaf271e618022ab588f634ef
Super High Impact (USA),SEGA GENESIS,(C)T-81 1992.JUL,SUPER HIGH IMPACT FOOTBALL,SUPER HIGH IMPACT FOOTBALL,GM,T-81146,0,24298 (0x5EEA),EU,c24e51da35c32b1225189985e306ffc39e764dbeea68a0ad973aec5f7ca7900a
Super Hydlide (Europe),SEGA GENESIS,(C)T-35 1989.DEC,SUPER HYDRIDE,SUPER HYDLIDE,GM,MK-1311,0,32241 (0x7DF1),E,bdc1239df3b6394870cefb6ae68cccb1baf25a9e405a216101a1480ffe4fb1b3
Super Hydlide (Japan),SEGA MEGA DRIVE,T-20 1989.JLY,SUPER HYDLIDE,&&&&&&&&&&&&&&,GM,T-20013,0,17662 (0x44FE),J,30749097096807abf67cd1f7b2392f5789f5149ee33661e6d13113396f06a121
Super Hydlide (USA),SEGA GENESIS,(C)T-35 1989.DEC,SUPER HYDRIDE,SUPER HYDLIDE,GM,T-35016,0,57626 (0xE11A),U,e66fca912212b26e36e22c01687d58ad839891272920cd8c5d0e878ff03d4cb8
Super Kick Off (Europe),SEGA MEGA DRIVE,(C)SEGA 1992.DEC,SUPER KICKOFF,SUPER KICKOFF,GM,T-79076-00,(unknown),59870 (0xE9DE),JUE,565e6c4aa4ffea8b5fb96067b901efb554863d8d5ddd9c1f359cdeb2d34d9d24
Super League (Europe),SEGA MEGA DRIVE,(C)SEGA 1989.MAY,SUPER LEAGUE,SUPER LEAGUE,GM,00004006-00,(unknown),16995 (0x4263),JUE,9b72eaeba85a14f7d1784e51df28aba346b593cfeeb902be5be32b6fdeb7b138
Super League (Japan),SEGA MEGA DRIVE,(C)SEGA 1989.FEB,SUPER LEAGUE,SUPER LEAGUE,GM,00004006-00,(unknown),7486 (0x1D3E),J,f322f810a4005def4f656071722e68b890d335a1d00dfb8161d0f2375cce7d69
"Super Locomotive (World) (Mega Drive Mini 2, Genesis Mini 2)",SEGA MEGA DRIVE,(C)2022 SEGA/M2,SUPER LOCOMOTIVE,SUPER LOCOMOTIVE,GM,T-000000-00,(unknown),19551 (0x4C5F),JU,c1fc33b9381bc9533cc5c69e07142b6ee9aecb1bbeb25f9cbb5a73e993954f37
"Super Monaco GP (Japan, USA) (En,Ja)",SEGA MEGA DRIVE,(C)SEGA 1990.JUN,Super Monaco GP,Super Monaco GP,GM,4026-00,(unknown),10450 (0x28D2),JU,3b64d810cc38d8df7977d1c74749675bb18e8c79f6b0e1248c1b715367f66bc7
"Super Monaco GP (USA) (En,Ja)",SEGA MEGA DRIVE,(C)SEGA 1990.JUN,Super Monaco GP,Super Monaco GP,GM,4026-03,(unknown),34322 (0x8612),U,d3c60d34571c5684b0cff5196c7c6db7364bee7d8b91048f0f3ae19d8f1a1db6
"Super Monaco GP (World) (En,Ja)",SEGA MEGA DRIVE,(C)SEGA 1990.JUN,Super Monaco GP,Super Monaco GP,GM,4026-01,(unknown),26037 (0x65B5),JUE,9046c9d67f15ab0f68d9e73b0cc516b6fd1637a8db0da4a03dcff8933c12dfa1
"Super Monaco GP (World) (En,Ja) (Rev A)",SEGA MEGA DRIVE,(C)SEGA 1990.JUN,Super Monaco GP,Super Monaco GP,GM,4026-02,(unknown),26036 (0x65B4),JUE,64cb62cf32cb0e17adaca5fffa1e240b2f8d10cddfbc3e42ff3f5d74a5c434e6
Super Real Basketball (Europe),SEGA GENESIS,(C)SEGA 1990.JUG,SUPER REAL BASKET BALL,SUPER REAL BASKET BALL,GM,MK-1201,0,61733 (0xF125),E,ba40114618bafb1d8fb3f9608e4776d44c4fb31e2a2f2d03fcd368fd7832f355
"Super Real Basketball (Japan, Korea) (Ja)",SEGA MEGA DRIVE,(C)SEGA 1989.JAN,スーパリアル　バスケットボール,SUPER REAL BASKETBALL,GM,G-4021,0,0 (0x0000),JU,d3d0df2b48eca89a7c5309e1c0436c973d1a95e1ea7bbb2f40f2899aa3e6a3cf
"Super Shinobi II, The (Japan, Korea) (Ja)",SEGA MEGA DRIVE,(C)SEGA 1993.MAY,THE SUPER           SHINOBI 2,Shinobi3        Return of the   Ninja Master,GM,00004085-00,(unknown),45240 (0xB0B8),J,d86884c51f53a7bb7739bf4d42e57f4511eb4d8ee94dfb0d4949dc0d77daeabd
Super Skidmarks (Europe) (J-Cart),SEGA MEGA DRIVE,(C)SEGA 1991.MAR,(unknown),(unknown),GM,00000000-00,(unknown),5771 (0x168B),E,78705e4d3c91c8dc078fb61a08bf37c9c8e2f7ee9e9b13ddfe8279e54e6e9c6b
"Super Smash T.V. (USA, Europe)",SEGA GENESIS,(C)T-81 1992.MAY,SMASH T.V.,SMASH T.V.,GM,T-081066,0,41608 (0xA288),JUE,d05d00f7fe2b24585ed4e165e62f537f1c079b55365c51d09b4baea3f4fe99f5
Super Street Fighter II - The New Challengers (Japan),SEGA MEGA DRIVE,(C)T-12 1994.JUN,SUPER STREET FIGHTER2 The New Challengers,SUPER STREET FIGHTER2 The New Challengers,GM,T-12043,0,52773 (0xCE25),J,f1c72093f19a5360678bbaf664338b1415e814e84afa1dcd3b92518bf04d01b6
Super Street Fighter II - The New Challengers (Japan) (Virtual Console),SEGA MEGA DRIVE,(C)T-12 1994.JUN,SUPER STREET FIGHTER2 The New Challengers,SUPER STREET FIGHTER2 The New Challengers,GM,T-12043,0,52773 (0xCE25),J,209ab45e599375f498b539387db205b5b776aeaddac553bb8c366ddeca6fb959
Super Street Fighter II (Europe),SEGA MEGA DRIVE,(C)T-12 1994.JUN,SUPER STREET FIGHTER2 The New Challengers,SUPER STREET FIGHTER2 The New Challengers,GM,MK-12056-00,(unknown),58397 (0xE41D),E,d3700c90ba971d0904d6391129ac169ba9b343d73537cde2f818f044ed0c5631
Super Street Fighter II (Europe) (Virtual Console),SEGA MEGA DRIVE,(C)T-12 1994.JUN,SUPER STREET FIGHTER2 The New Challengers,SUPER STREET FIGHTER2 The New Challengers,GM,MK-12056-00,(unknown),58397 (0xE41D),E,25f6ca3e0393f9b36819a386f743b014a240616b59c41298e37a8d537c6b94a7
Super Street Fighter II (USA),SEGA GENESIS,(C)T-12 1994.JUN,SUPER STREET FIGHTER2 The New Challengers,SUPER STREET FIGHTER2 The New Challengers,GM,T-12056,0,57367 (0xE017),U,a409ea5b53bdb64051b98257d8b64af432bfcf98d6fb8a95dc2c66d5ebd71926
Super Street Fighter II (USA) (Virtual Console),SEGA GENESIS,(C)T-12 1994.JUN,SUPER STREET FIGHTER2 The New Challengers,SUPER STREET FIGHTER2 The New Challengers,GM,T-12056,0,57367 (0xE017),U,078cbb45c4e7bf565e0064092100f58b02245fa088520e7a7c65c47413e03040
Super Thunder Blade (Japan) (Launch Cart),SEGA MEGA DRIVE,(C)SEGA 1988.AUG,SUPER              THUNDER BLADE,SUPER              THUNDER BLADE,GM,00004003-00,(unknown),44846 (0xAF2E),(unknown),c5d33c2ee57ce6b47d6f0b7060ddf1d2a4613d6a1949e86277d017046eec39f6
Super Thunder Blade (World),SEGA MEGA DRIVE,(C)SEGA 1989.JAN,SUPER              THUNDER BLADE,SUPER              THUNDER BLADE,GM,00004003-01,(unknown),30397 (0x76BD),JU,a57fd2b6a054045bef304a8ae71b5ecf043bdb95934d28c6c7ffc89768b79c36
Super Volley Ball (Japan),SEGA MEGA DRIVE,(C)T-30 1990.AUG,ＳＵＰＥＲ　Ｖｏｌｌｅｙ　ｂａｌｌ,SUPER Volley ball,GM,T-30013,0,14025 (0x36C9),J,bbfb73e61cf35ab6fb68c443a7b53b6277cc7daf0c34112eb460fdc02e4e8246
Super Volleyball (USA),SEGA GENESIS,(C)T-30 1990.AUG,ＳＵＰＥＲ　Ｖｏｌｌｅｙ　ｂａｌｌ,SUPER Volley ball,GM,T-30016,0,25312 (0x62E0),U,f5f29110397f62c9f0d7dc5a23714a112865e5603fc5e3969fb3006655a548b7
Superman - The Man of Steel (Europe),SEGA MEGA DRIVE,(C)T-15 1992.DEC,SUPERMAN,SUPERMAN,GM,T-70126,0,11347 (0x2C53),EUR,e2486caa813c464bd204617d96627488ff9da3a4b082312c5f6f6976f49920de
Superman (USA),SEGA GENESIS,(C)T-15 1992.DEC,SUPERMAN,SUPERMAN,GM,T-15036,0,61683 (0xF0F3),U,49eb06f0e7bf1f797b8950fd353aebb654d0809cefec407f11e75ef015e98c89
Surging Aura (Japan),SEGA MEGA DRIVE,(C)SEGA 1994.JUN,ｻｰｼﾞﾝｸﾞ･ｵｰﾗ,,GM,G-5522,0,49021 (0xBF7D),J,5a3f2f98cd28170059471256c50c6660395a9637100d3d78cbb05cda8fd9538d
Sword of Sodan (Japan),SEGA GENESIS,(C)T-50 1990.DEC,SWORD OF SODAN,SWORD OF SODAN,GM,T-50076,1,61340 (0xEF9C),U,bce744ce3102983bd0a9dd890276ebd71395adfd532370b5772ba8c0a2400811
"Sword of Sodan (USA, Europe)",SEGA GENESIS,(C)T-50 1990.DEC,SWORD OF SODAN,SWORD OF SODAN,GM,T-50076,1,44217 (0xACB9),U,ee292b7ddac4487f020a3d63c6d8a4600c5133ad84fb0dcce4ad84221453d5a9
"Sword of Vermilion (USA, Europe)",SEGA_MEGA_DRIVE,(C)SEGA 1990.SEP,VERMILION,SWORD OF VERMILION,GM,00005502-00,(unknown),1717 (0x06B5),U,bcf1698a01a7e481240a4b01b3e68e31b133d289d9aaea7181e72a4057845eb4
"Sword of Vermilion (USA, Europe) (1993-11-18) (Sega Channel)",SEGA_MEGA_DRIVE,(C)SEGA 1990.SEP,VERMILION,SWORD OF VERMILION,GM,00005502-00,(unknown),1717 (0x06B5),U,abb3ebd51c370d3543f2cad027e0cd074c61eb93d9897d394e840f6c1523649c
Syd of Valis (USA),SEGA MEGA DRIVE,(C)T-49 1991.OCT,ＳＤヴァリス,SYD VALIS,GM,T-49126,1,34788 (0x87E4),U,14ead5969c26a3450d52efbc80bfe00d07f23335573c9a846a83cb541364c81c
"Sylvester & Tweety in Cagey Capers (USA, Europe)",SEGA GENESIS,(C)T-48 1993.DEC,Sylvester & Tweety In Cagey Capers,Sylvester & Tweety In Cagey Capers,GM,T-048346-00,(unknown),21580 (0x544C),UEJ,8eec8b4a08a763ad64f5804f03dbefc262dabfec5da1145ab6700f09bbaecab5
"Syndicate (USA, Europe) (En,Fr,De)",SEGA GENESIS,(C)T-50 1994.OCT,Syndicate,Syndicate,GM,T-50906,0,52680 (0xCDC8),JUE,939c16f36d4d5fbd91347745ab47f7784ec85e5ee5b7281ca31447ac3e565241
"T2 - Terminator 2 - Judgment Day (USA, Europe)",SEGA GENESIS,(C)T-81 1993.SEP,Terminator 2,Terminator 2,GM,T-081176,0,13167 (0x336F),JUE,08ac0f65af6e8ef20e7371327f1fbfd5a2e7c359b65e45cd0a3ccc640ccef2ca
T2 - The Arcade Game (Japan),SEGA MEGA DRIVE,(C)T-81 1993.DEC,T2 ; THE ARCADE GAME,T2 ; THE ARCADE GAME,GM,T-081023,0,54740 (0xD5D4),JUE,5263a9297684ce1a685e2442afdcf9f9dce009a1c436e153e82d32dc65974fad
"T2 - The Arcade Game (USA, Europe)",SEGA GENESIS,(C)T-81 1992.OCT,T2 ; THE ARCADE GAME,T2 ; THE ARCADE GAME,GM,T-081156,1,54740 (0xD5D4),JUE,cd2fbb02b42cb0f4e26b4aa5fa1c79ba798c48233ae4e02e19012b08c6848071
Taikou Risshiden (Japan),SEGA MEGA DRIVE,(C)T-76 1993.APR,太閤立志伝,(unknown),GM,T-76123,0,57717 (0xE175),J,b9c90c26ea2dc2b43d5da67fa1ed7fe5349e9e4af4ab8f4529e47fe7a2acb9b3
"TaleSpin (USA, Europe)",SEGA GENESIS,(C)SEGA 1992.OCT,TALESPIN,TALESPIN,GM,MK-1034,0,54564 (0xD524),U,79fe46431d514aec288e6010b263bc39f5a63c85eb529c147dfeb3987cc7d19b
Talmit's Adventure (Europe),SEGA MEGA DRIVE,(C)T-14 1991.APR,MARVEL LAND,TALMIT'S ADVENTURE,(unknown),MK-1052-50,(unknown),50301 (0xC47D),E,352201ce1b286c1f9d4e4a0fab93f6d51049711c5adb8f306d5bd73480ee1fa9
Target Earth (USA),SEGA GENESIS,(C)T-25 1990.FEB,重装機兵レイノス,TARGET EARTH,GM,T-25046,0,30350 (0x768E),U,3fdb9dd4e1c98760ec2c57af08f1c172a9f964a695c3f07e8a28c4eb5819082d
"Target Earth (USA, Europe) (Switch Online)",SEGA GENESIS,(C)T-25 1990.FEB,重装機兵レイノス,TARGET EARTH,GM,T-25046,0,30350 (0x768E),U,7df1feedf0875137f4995a535ce0ef58584a102c93ebd0690d4de24aff046071
Task Force Harrier EX (Japan),SEGA MEGA DRIVE,(C)TREC 1991.Aug,Task force harrier,Task force harrier,GM,T-24053,(unknown),13450 (0x348A),UJ,df6ed69f13a916d46da8b64cb6784770c4449f6b74cd6164270548c50825539d
Task Force Harrier EX (USA),SEGA MEGA DRIVE,(C)TREC 1991.Aug,Task force harrier,Task force harrier,GM,T-24036,(unknown),49712 (0xC230),UJ,736fb02b96d95e0f5bb9e99d6575db160bc00d5728969a0d9454ffecf2765833
Taz in Escape from Mars (Europe),SEGA MEGA DRIVE,(C)SEGA 1994.JUL,ESCAPE FROM MARS,ESCAPE FROM MARS,GM,MK-1546,0,31541 (0x7B35),JUE,f9a75a054ca68e31853c363b99436e99714e5221fd1ba7ea6ff8addd5139aca0
Taz in Escape from Mars (USA),SEGA GENESIS,(C)SEGA 1994.JUN,ESCAPE FROM MARS,ESCAPE FROM MARS,GM,MK-1546,0,48595 (0xBDD3),U,5509454e9032fe2158d6c84a5cad6c74f976e7416315e9bf76e99968b0903588
Taz-Mania (World),SEGA GENESIS,(C)SEGA 1992.MAR,TAZ-MANIA,TAZ-MANIA,GM,MK-1032,0,44440 (0xAD98),U,39f6718abb489d182aa5d60c731bcd1da2243e5419d3553373be9b3a7d3cd184
"Team USA Basketball (USA, Europe)",SEGA GENESIS,(C)T-50 1992.SEP,TEAM USA BASKETBALL,TEAM USA BASKETBALL,GM,T-50376,0,9470 (0x24FE),U,962d674c654a1313c40ffc2abaab2e1f25f3f6cebf6a17c8ee4898f5d04f0861
"TechnoClash (USA, Europe)",SEGA GENESIS,(C)T-50 1993.AUG,TechnoClash,TechnoClash,GM,T-50596,0,40379 (0x9DBB),UEJ,8814df27bfe314a004f61c6e9816c0e02d7e568e7a730f34e530ccc8037eed57
Technocop (USA),SEGA GENESIS,(C)RSI 1990 SEPT,TECHNOCOP,(unknown),GM,T-56016,0,51718 (0xCA06),U,689c832d15ad935f03e1e0f686b023905114126adbc7186789824f8ffab09c4f
Tecmo Super Baseball (USA),SEGA GENESIS,(C)T-36 1994.JUL,Tecmo Super Baseball,Tecmo Super Baseball,GM,T-36046-00,(unknown),831 (0x033F),U,938895e38546901657cd5755bc1a63e6f4e2d5edeed687598f8997efc22fe843
Tecmo Super Bowl (Japan),SEGA MEGA DRIVE,(C)T-36 1993.NOV,TECMO SUPER BOWL,(unknown),GM,T-36023,0,12915 (0x3273),J,fc6cbb84a890418a1c53a6316967ccb599ca352acf81e6b42942ceb0f106bc29
Tecmo Super Bowl (USA),SEGA GENESIS,(C)T-36 1993.SEP,(unknown),TECMO SUPER BOWL,GM,T-36016,0,36753 (0x8F91),U,ed0f316c64ade60779cfe4d29792290517e4d4b326bfd35ddc8e810d1ddd8f3f
Tecmo Super Bowl II - Special Edition (Japan),SEGA MEGA DRIVE,(C)T-36 1994.DEC,TECMO SUPER BOWL2 SPECIAL EDITION,(unknown),GM,T-36043,0,40555 (0x9E6B),F,a4027ecd069bad745bbb2186c2f2f640d292025e656b5ed01af362312810c9ee
Tecmo Super Bowl II - Special Edition (USA),SEGA GENESIS,(C)T-36 1995.JAN,(unknown),TECMO SUPER BOWL2 SPECIAL EDITION,GM,T-36056,0,13098 (0x332A),F,304bae033038151c55e274a0f4750aa0c826213e5e50efa7cc4429918fd1e52d
Tecmo Super Bowl III - Final Edition (USA),SEGA GENESIS,(C)T-36 1995.OCT,(unknown),TECMO SUPER BOWL3 FINAL EDITION,GM,T-36066,0,2672 (0x0A70),F,18b1f58c2e3ad34c839bdefa76ffcfa52ddc3d1fb22b67b5405276a6349a6660
Tecmo Super Hockey (USA),SEGA GENESIS,(C)T-36 1995.JAN,SUPER HOCKEY,SUPER HOCKEY,GM,T-36036,0,42698 (0xA6CA),U,2894d057d38ec5d2fd7775b318871103cc22b4bde4608aa053d2c401f10bbac0
